sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	copy_ratio	modal_cn	expected_cn	subclonal	cancer_cell_frac	ccf_ci95_low	ccf_ci95_high	hz	logR	norm_modal_cn	driverSCNA	arm	gps_start	gps_end
R4d1xx1	3	71656010	90429560	249	18773550	0.00792	0.00699	0.50586	4	4	0	1	1	1	0	0.0168100701658121	0	NA	p13-p11.1	564106004	582879554
R4d1xx1	3	93580592	197887091	1812	104306499	0.00294	0.03886	0.49473	4	4	0	1	1	1	0	-0.0152867089567379	0	NA	q11.1-q29	586030586	690337085
R4d1xx1	4	88952	49263653	645	49174701	0.00492	0.01832	0.43618	3	3	0	1	1	1	0	-0.197004474753544	-1	NA	p16.3-p11	690561376	739736077
R4d1xx1	4	52735917	177529507	2049	124793590	0.00276	0.04649	0.43128	3	3	0	1	1	1	0	-0.213303280205714	-1	Loss_4q34.3	q12-q34.3	743208341	868001931
R4d1xx1	4	177605061	180619715	85	3014654	0.01356	0.00112	0.47681	4	3.99971	0	1	1	1	0	-0.0685136015387943	0	NA	q34.3	868077485	871092139
R4d1xx1	4	180684742	190376159	453	9691417	0.00587	0.00361	0.4405	3	3	0	1	1	1	0	-0.182786075741673	-1	Loss_4q34.3	q34.3-q35.2	871157166	880848583
R4d1xx1	5	85674	46330831	934	46245157	0.00409	0.01723	0.48545	4	4	0	1	1	1	0	-0.0426053851682426	0	NA	p15.33-p11	881712374	927957531
R4d1xx1	5	49630948	108138203	986	58507255	0.00398	0.0218	0.48555	4	4	0	1	1	1	0	-0.0423082286191202	0	NA	q11.1-q21.3	931257648	989764903
R4d1xx1	5	108213324	180847297	1599	72633973	0.00313	0.02706	0.5623	5	5	0	1	1	1	0	0.169411951991355	1	Gain_5q35.3	q21.3-q35.3	989840024	1062473997
R4d1xx1	6	135324	28269094	377	28133770	0.00644	0.01048	0.49445	4	4	0	1	1	1	0	-0.0161034553977048	0	NA	p25.3-p22.1	1062677284	1090811054
R4d1xx1	6	28343917	33322539	97	4978622	0.01269	0.00185	0.28103	1	0.99999	0	1	1	1	0	-0.831203948280928	-3	NA	p22.1-p21.32	1090885877	1095864499
R4d1xx1	6	33397561	58539101	449	25141540	0.0059	0.00937	0.49641	4	4	0	1	1	1	0	-0.0103959165562904	0	NA	p21.32-p11.2	1095939521	1121081061
R4d1xx1	6	61942522	151021222	1672	89078700	0.00306	0.03318	0.49397	4	4	0	1	1	1	0	-0.0175046687969959	0	NA	q11.1-q25.1	1124484482	1213563182
R4d1xx1	6	151096055	152774826	600	1678771	0.0051	0.00063	0.46522	4	3.96479	0	1	1	1	0	-0.104014974687176	0	NA	q25.1-q25.2	1213638015	1215316786
R4d1xx1	6	152776604	170982159	329	18205555	0.00689	0.00678	0.50505	4	4	0	1	1	1	0	0.0144981269993528	0	NA	q25.2-q27	1215318564	1233524119
R4d1xx1	7	121242	4839122	63	4717880	0.01575	0.00176	0.50439	4	4.00001	0	1	1	1	0	0.0126115782937947	0	NA	p22.3-p22.1	1233778269	1238496149
R4d1xx1	7	4839270	4896738	61	57468	0.016	2e-05	0.36622	2	2.00003	0	1	1	1	0	-0.449217513165222	-2	NA	p22.1	1238496297	1238553765
R4d1xx1	7	4917268	57829046	1082	52911778	0.0038	0.01971	0.51224	4	4	0	1	1	1	0	0.0348918201886323	0	NA	p22.1-p11.2	1238574295	1291486073
R4d1xx1	7	61118627	82390802	283	21272175	0.00743	0.00792	0.47362	4	3.99973	0	1	1	1	0	-0.0781980905852194	0	NA	q11.1-q21.11	1294775654	1316047829
R4d1xx1	7	82410816	82679688	257	268872	0.0078	1e-04	0.49924	4	4	0	1	1	1	0	-0.00219456475421267	0	NA	q21.11	1316067843	1316336715
R4d1xx1	7	82763601	82785676	58	22075	0.01641	1e-05	0.42027	3	2.99999	0	1	1	1	0	-0.250611618164169	-1	NA	q21.11	1316420628	1316442703
R4d1xx1	7	82791690	100674920	778	17883230	0.00448	0.00666	0.49637	4	4	0	1	1	1	0	-0.0105121715204654	0	NA	q21.11-q22.1	1316448717	1334331947
R4d1xx1	7	100674970	100687060	242	12090	0.00804	0	0.5939	5	5.11985	0	1	1	1	0	0.2482919377391	1	NA	q22.1	1334331997	1334344087
R4d1xx1	7	100691270	101662917	50	971647	0.01768	0.00036	0.44832	3	3.01937	0	1	1	1	0	-0.157399234005994	-1	NA	q22.1	1334348297	1335319944
R4d1xx1	7	101736842	107474642	131	5737800	0.01092	0.00214	0.52566	4	4.03243	0	1	1	1	0	0.0722018625881254	0	NA	q22.1-q31.1	1335393869	1341131669
R4d1xx1	7	107549129	141740523	661	34191394	0.00486	0.01274	0.49514	4	4	0	1	1	1	0	-0.0140915924250917	0	NA	q31.1-q34	1341206156	1375397550
R4d1xx1	7	141740583	141795532	153	54949	0.01011	2e-05	0.5593	5	5	0	1	1	1	0	0.161694235436132	1	NA	q34	1375397610	1375452559
R4d1xx1	7	141796122	159053835	602	17257713	0.00509	0.00643	0.48468	4	4	0	1	1	1	0	-0.044895543012569	0	NA	q34-q36.3	1375453149	1392710862
R4d1xx1	8	83607	43613060	617	43529453	0.00503	0.01622	0.48937	4	4	0	1	1	1	0	-0.0310024327382028	0	NA	p23.3-p11.1	1392879297	1436408750
R4d1xx1	8	47064138	85755740	747	38691602	0.00457	0.01441	0.5246	4	4.01164	0	1	1	1	0	0.0692897127155347	0	NA	q11.1-q21.2	1439859828	1478551430
R4d1xx1	8	85830304	144997525	1564	59167221	0.00316	0.02204	0.62694	6	6	0	1	1	1	0	0.326399284592223	2	Gain_8q24.21	q21.2-q24.3	1478625994	1537793215
R4d1xx1	8	144997574	145000031	50	2457	0.01768	0	0.53615	5	4.73056	0	1	1	1	0	0.100708588596684	1	NA	q24.3	1537793264	1537795721
R4d1xx1	8	145000952	146230986	177	1230034	0.0094	0.00046	0.5623	5	5	0	1	1	1	0	0.169411951991355	1	NA	q24.3	1537796642	1539026676
R4d1xx1	9	86126	38839862	775	38753736	0.00449	0.01444	0.42786	3	3	0	1	1	1	0	-0.224789285052065	-1	Loss_9p21.3	p24.3-p13.1	1539245838	1577999574
R4d1xx1	9	38914709	41790406	27	2875697	0.02406	0.00107	0.34064	2	1.98604	0	1	1	1	0	-0.553680239984518	-2	NA	p13.1-p12	1578074421	1580950118
R4d1xx1	9	41865228	47238907	52	5373679	0.01733	0.002	0.43982	3	3.00068	0	1	1	1	0	-0.185014885317562	-1	NA	p12-p11.2	1581024940	1586398619
R4d1xx1	9	66763769	70412633	23	3648864	0.02606	0.00136	0.55733	5	4.9949	0	1	1	1	0	0.156603718112979	1	NA	q13-q21.11	1605923481	1609572345
R4d1xx1	9	70646002	135696172	1285	65050170	0.00349	0.02423	0.42437	3	3	0	1	1	1	0	-0.236605423509844	-1	NA	q21.11-q34.13	1609805714	1674855884
R4d1xx1	9	135771651	135787756	64	16105	0.01562	1e-05	0.37715	2	2.00234	0	1	1	1	0	-0.406789668962906	-2	NA	q34.13	1674931363	1674947468
R4d1xx1	9	135787802	141078492	93	5290690	0.01296	0.00197	0.46156	4	3.74053	0	1	1	1	0	-0.115409893222247	0	NA	q34.13-q34.3	1674947514	1680238204
R4d1xx1	10	135526	38940611	771	38805085	0.0045	0.01446	0.4825	4	4	0	1	1	1	0	-0.0513991525066443	0	NA	p15.3-p11.1	1680508669	1719313754
R4d1xx1	10	42818106	135299720	1383	92481614	0.00336	0.03445	0.50188	4	4	0	1	1	1	0	0.00541436072245937	0	NA	q11.21-q26.3	1723191249	1815672863
R4d1xx1	11	139197	1263713	149	1124516	0.01024	0.00042	0.53248	5	4.56178	0	1	1	1	0	0.0907992437042803	1	NA	p15.5	1816047087	1817171603
R4d1xx1	11	1263763	1272943	175	9180	0.00945	0	0.64145	6	6	0	1	1	1	0	0.35940871904277	2	NA	p15.5	1817171653	1817180833
R4d1xx1	11	1273603	6592991	434	5319388	0.006	0.00198	0.46716	4	3.98883	0	1	1	1	0	-0.0980113443683721	0	NA	p15.5-p15.4	1817181493	1822500881
R4d1xx1	11	6593040	51342530	641	44749490	0.00494	0.01667	0.49761	4	4	0	1	1	1	0	-0.00691261664263003	0	NA	p15.4-p11.12	1822500930	1867250420
R4d1xx1	11	54769677	78498096	445	23728419	0.00593	0.00884	0.48859	4	4	0	1	1	1	0	-0.0333037587034916	0	NA	q11-q14.1	1870677567	1894405986
R4d1xx1	11	78507236	78776025	40	268789	0.01976	1e-04	0.42988	3	3.00006	0	1	1	1	0	-0.217994103831129	-1	NA	q14.1	1894415126	1894683915
R4d1xx1	11	78780783	98306627	725	19525844	0.00464	0.00727	0.52102	4	4.00114	0	1	1	1	0	0.0594106583208633	0	NA	q14.1-q22.1	1894688673	1914214517
R4d1xx1	11	98381368	129659096	677	31277728	0.0048	0.01165	0.49696	4	4	0	1	1	1	0	-0.00879836004951051	0	NA	q22.1-q24.3	1914289258	1945566986
R4d1xx1	11	129734622	129758650	93	24028	0.01296	1e-05	0.43931	3	3.00007	0	1	1	1	0	-0.186688755060131	-1	NA	q24.3	1945642512	1945666540
R4d1xx1	11	129762599	134871978	74	5109379	0.01453	0.0019	0.51484	4	4.00034	0	1	1	1	0	0.0421960518332596	0	NA	q24.3-q25	1945670489	1950779868
R4d1xx1	12	77870	6478585	88	6400715	0.01333	0.00238	0.56754	5	5	0	1	1	1	0	0.182793981688835	1	NA	p13.33-p13.31	1950992276	1957392991
R4d1xx1	12	6554269	8552502	78	1998233	0.01415	0.00074	0.4672	4	3.97375	0	1	1	1	0	-0.0978878206694321	0	NA	p13.31	1957468675	1959466908
R4d1xx1	12	8629685	34780948	448	26151263	0.00591	0.00974	0.55287	5	5	0	1	1	1	0	0.145012194969422	1	Gain_12p11.21	p13.31-p11.1	1959544091	1985695354
R4d1xx1	12	37933893	49422710	391	11488817	0.00632	0.00428	0.55091	5	4.99999	0	1	1	1	0	0.139888555743851	1	NA	q11-q13.12	1988848299	2000337116
R4d1xx1	12	49422761	49432232	107	9471	0.01208	0	0.48357	4	3.99999	0	1	1	1	0	-0.048203350287382	0	NA	q13.12	2000337167	2000346638
R4d1xx1	12	49432280	49436552	68	4272	0.01516	0	0.41489	3	2.99996	0	1	1	1	0	-0.269199210211596	-1	NA	q13.12	2000346686	2000350958
R4d1xx1	12	49436605	49443873	63	7268	0.01575	0	0.50716	4	4.00002	0	1	1	1	0	0.0205128688918125	0	NA	q13.12	2000351011	2000358279
R4d1xx1	12	49443921	49446325	46	2404	0.01843	0	0.41194	3	2.99955	0	1	1	1	0	-0.279493873998534	-1	NA	q13.12	2000358327	2000360731
R4d1xx1	12	49446372	56558108	127	7111736	0.01109	0.00265	0.5448	5	4.99863	0	1	1	1	0	0.123798608462622	1	NA	q13.12-q13.2	2000360778	2007472514
R4d1xx1	12	56558156	57556785	180	998629	0.00932	0.00037	0.48619	4	4	0	1	1	1	0	-0.040407874697963	0	NA	q13.2-q13.3	2007472562	2008471191
R4d1xx1	12	57559563	57573319	54	13756	0.01701	1e-05	0.61451	6	5.99813	0	1	1	1	0	0.29750839306293	2	NA	q13.3	2008473969	2008487725
R4d1xx1	12	57573557	57606058	231	32501	0.00822	1e-05	0.53123	4	4.42382	0	1	1	1	0	0.0874085270028784	0	NA	q13.3	2008487963	2008520464
R4d1xx1	12	57606173	120565776	1013	62959603	0.00393	0.02345	0.56758	5	5	0	1	1	1	0	0.182895658695071	1	NA	q13.3-q24.23	2008520579	2071480182
R4d1xx1	12	120567128	124256247	259	3689119	0.00777	0.00137	0.51598	4	4.00009	0	1	1	1	0	0.0453870512650113	0	NA	q24.23-q24.31	2071481534	2075170653
R4d1xx1	12	124257374	133767545	431	9510171	0.00602	0.00354	0.55702	5	5	0	1	1	1	0	0.155801034083343	1	NA	q24.31-q24.33	2075171780	2084681951
R4d1xx1	13	19095546	115017146	1695	95921600	0.00304	0.03573	0.50804	4	4	0	1	1	1	0	0.0230139956726658	0	NA	q11-q34	2103861847	2199783447
R4d1xx1	14	19075426	79348625	836	60273199	0.00432	0.02245	0.41763	3	3	0	1	1	1	0	-0.259702744817034	-1	Loss_14q31.1	q11.1-q31.1	2219011605	2279284804
R4d1xx1	14	79423565	83187565	107	3764000	0.01208	0.0014	0.47728	4	3.99986	0	1	1	1	0	-0.0670922121015993	0	NA	q31.1	2279359744	2283123744
R4d1xx1	14	83262956	107214193	321	23951237	0.00698	0.00892	0.43089	3	3	0	1	1	1	0	-0.214608477798585	-1	Loss_14q31.1	q31.1-q32.33	2283199135	2307150372
R4d1xx1	15	20074969	22512424	19	2437455	0.02868	0.00091	0.68853	7	6.95529	0	0.91	0.17206	0.9861	0	0.461591420632378	3	NA	q11.1-q11.2	2327360688	2329798143
R4d1xx1	15	22718998	62966007	548	40247009	0.00534	0.01499	0.50038	4	4	0	1	1	1	0	0.00109603179173052	0	NA	q11.2-q22.2	2330004717	2370251726
R4d1xx1	15	62966057	67126465	229	4160408	0.00826	0.00155	0.45853	3	3.31378	0	1	1	1	0	-0.124911967533032	-1	NA	q22.2-q22.31	2370251776	2374412184
R4d1xx1	15	67201806	90335380	358	23133574	0.00661	0.00862	0.50017	4	4	0	1	1	1	0	0.000490432945025304	0	NA	q22.32-q26.1	2374487525	2397621099
R4d1xx1	15	90335427	90725961	79	390534	0.01406	0.00015	0.42115	3	3	0	1	1	1	0	-0.24759392878462	-1	NA	q26.1	2397621146	2398011680
R4d1xx1	15	90801088	102445766	156	11644678	0.01001	0.00434	0.5053	4	4	0	1	1	1	0	0.0152120850685033	0	NA	q26.1-q26.3	2398086807	2409731485
R4d1xx1	16	133256	2100494	38	1967238	0.02028	0.00073	0.52159	4	4.01467	0	1	1	1	0	0.0609881153857965	0	NA	p13.3	2409950367	2411917605
R4d1xx1	16	2103382	2138622	141	35240	0.01053	1e-05	0.44445	3	3.0003	0	1	1	1	0	-0.169906967867011	-1	NA	p13.3	2411920493	2411955733
R4d1xx1	16	2214717	31855856	669	29641139	0.00483	0.01104	0.48371	4	4	0	1	1	1	0	-0.0477857311757808	0	NA	p13.3-p11.2	2412031828	2441672967
R4d1xx1	16	31930573	35205898	39	3275325	0.02002	0.00122	0.56354	5	4.99996	0	1	1	1	0	0.172589921461404	1	NA	p11.2-p11.1	2441747684	2445023009
R4d1xx1	16	46611634	88496517	794	41884883	0.00444	0.0156	0.50698	4	4	0	1	1	1	0	0.0200007401717402	0	NA	q11.2-q24.2	2456428745	2498313628
R4d1xx1	16	88496566	88497369	15	803	0.03227	0	0.38209	2	2.32266	0	1	1	1	0	-0.388015594687874	-2	NA	q24.2	2498313677	2498314480
R4d1xx1	16	88497419	90219754	189	1722335	0.00909	0.00064	0.48501	4	4	0	1	1	1	0	-0.0439136016047527	0	NA	q24.2-q24.3	2498314530	2500036865
R4d1xx1	17	74406	7577050	112	7502644	0.01181	0.00279	0.4695	4	3.99358	0	1	1	1	0	-0.0908029370083126	0	NA	p13.3-p13.1	2500246270	2507748914
R4d1xx1	17	7577101	7626926	27	49825	0.02406	2e-05	0.36969	2	2.0046	0	1	1	1	0	-0.435612075288442	-2	NA	p13.1	2507748965	2507798790
R4d1xx1	17	7626976	7736866	335	109890	0.00683	4e-05	0.45714	3	3.14876	0	1	1	1	0	-0.12929203381715	-1	NA	p13.1	2507798840	2507908730
R4d1xx1	17	7812569	22039232	182	14226663	0.00927	0.0053	0.50024	4	4	0	1	1	1	0	0.000692327474322415	0	NA	p13.1-p11.2	2507984433	2522211096
R4d1xx1	17	25338203	40369489	231	15031286	0.00822	0.0056	0.4748	4	3.99984	0	1	1	1	0	-0.0746081599075427	0	NA	q11.1-q21.2	2525510067	2540541353
R4d1xx1	17	40370164	40526129	113	155965	0.01176	6e-05	0.40731	3	2.99951	0	1	1	1	0	-0.295800860037056	-1	NA	q21.2	2540542028	2540697993
R4d1xx1	17	40602158	71266275	435	30664117	0.00599	0.01142	0.47615	4	3.99996	0	1	1	1	0	-0.0705119621819046	0	NA	q21.2-q25.1	2540774022	2571438139
R4d1xx1	17	71334752	76567828	548	5233076	0.00534	0.00195	0.45515	3	3.04094	0	1	1	1	0	-0.13558601420693	-1	NA	q25.1-q25.3	2571506616	2576739692
R4d1xx1	17	76568819	81122952	67	4554133	0.01527	0.0017	0.4939	4	4	0	1	1	1	0	-0.0177091261710052	0	NA	q25.3	2576740683	2581294816
R4d1xx1	18	235617	15334305	414	15098688	0.00614	0.00562	0.49243	4	4	0	1	1	1	0	-0.0220094379942894	0	NA	p11.32-p11.21	2581602691	2596701379
R4d1xx1	18	18740493	77941934	777	59201441	0.00448	0.02205	0.51008	4	4	0	1	1	1	0	0.02879543955366	0	NA	q11.1-q23	2600107567	2659309008
R4d1xx1	19	132118	8971843	196	8839725	0.00893	0.00329	0.46872	4	3.99378	0	1	1	1	0	-0.0932017398288638	0	NA	p13.3-p13.2	2659576440	2668416165
R4d1xx1	19	8973532	8987340	36	13808	0.02083	1e-05	0.36309	2	2.00015	0	1	1	1	0	-0.46160089801577	-2	NA	p13.2	2668417854	2668431662
R4d1xx1	19	8992984	9007867	80	14883	0.01398	1e-05	0.56609	5	5	0	1	1	1	0	0.179103343737998	1	NA	p13.2	2668437306	2668452189
R4d1xx1	19	9008164	9028309	103	20145	0.01232	1e-05	0.62968	6	6	0	1	1	1	0	0.332690750073764	2	NA	p13.2	2668452486	2668472631
R4d1xx1	19	9028355	9087477	652	59122	0.0049	2e-05	0.50575	4	4	0	1	1	1	0	0.016496319896196	0	NA	p13.2	2668472677	2668531799
R4d1xx1	19	9087526	17012114	400	7924588	0.00625	0.00295	0.46742	4	3.99026	0	1	1	1	0	-0.0972086293085419	0	NA	p13.2-p13.11	2668531848	2676456436
R4d1xx1	19	17013505	17133008	134	119503	0.0108	4e-05	0.43197	3	3	0	1	1	1	0	-0.210996973133117	-1	NA	p13.11	2676457827	2676577330
R4d1xx1	19	17137333	24556146	101	7418813	0.01244	0.00276	0.46176	4	3.75696	0	1	1	1	0	-0.114784889945614	0	NA	p13.11-p11	2676581655	2684000468
R4d1xx1	19	27956429	41733331	253	13776902	0.00786	0.00513	0.48592	4	4	0	1	1	1	0	-0.041209281269352	0	NA	q11-q13.2	2687400751	2701177653
R4d1xx1	19	41808555	41859067	38	50512	0.02028	2e-05	0.39565	3	2.85236	0	1	1	1	0	-0.337703337663285	-1	NA	q13.2	2701252877	2701303389
R4d1xx1	19	41934654	59043445	226	17108791	0.00831	0.00637	0.49418	4	4	0	1	1	1	0	-0.0168914704705319	0	NA	q13.2-q13.43	2701378976	2718487767
R4d1xx1	20	135987	26244187	345	26108200	0.00673	0.00973	0.57586	5	5	0	1	1	1	0	0.20379001911433	1	NA	p13-p11.1	2718709292	2744817492
R4d1xx1	20	29478403	59180738	432	29702335	0.00601	0.01106	0.55214	5	5	0	1	1	1	0	0.143106026639615	1	Gain_20q13.33	q11.21-q13.33	2748051708	2777754043
R4d1xx1	20	59180782	62935280	108	3754498	0.01203	0.0014	0.58019	5	5.00016	0	1	1	1	0	0.214597334956136	1	NA	q13.33	2777754087	2781508585
R4d1xx1	21	14413813	48044695	477	33630882	0.00572	0.01253	0.4893	4	4	0	1	1	1	0	-0.0312088121164088	0	NA	q11.2-q22.3	2796012638	2829643520
R4d1xx1	22	16131356	51175001	511	35043645	0.00553	0.01305	0.49155	4	4	0	1	1	1	0	-0.0245899212855334	0	NA	q11.1-q13.33	2845860076	2880903721
R22d1xx1	1	93709	26912259	644	26818550	0.00493	0.00999	0.48454	2	2	0	1	1	1	0	-0.0453123262137599	0	NA	p36.33-p36.11	93709	26912259
R22d1xx1	1	27022921	27057965	23	35044	0.02606	1e-05	0.45901	2	2	0	1	1	1	0	-0.123402510326155	0	NA	p36.11	27022921	27057965
R22d1xx1	1	27058012	39924162	850	12866150	0.00429	0.00479	0.47556	2	2	0	1	1	1	0	-0.0723007217476718	0	NA	p36.11-p34.3	27058012	39924162
R22d1xx1	1	39924745	103352580	897	63427835	0.00417	0.02363	0.50369	2	2	0	1	1	1	0	0.0106079938740325	0	NA	p34.3-p21.1	39924745	103352580
R22d1xx1	1	103354135	103484435	146	130300	0.01035	5e-05	0.3956	1	1	1	0.67	0.47916	0.85003	0	-0.337885668790339	-1	NA	p21.1	103354135	103484435
R22d1xx1	1	103487239	121286065	321	17798826	0.00698	0.00663	0.49641	2	2	0	1	1	1	0	-0.0103959165562904	0	NA	p21.1-p11.2	103487239	121286065
R22d1xx1	1	142633228	145321921	17	2688693	0.03032	0.001	0.69179	3	3	0	1	1	1	0	0.468406064451289	1	NA	q21.1	142633228	145321921
R22d1xx1	1	145394877	152079988	119	6685111	0.01146	0.00249	0.44356	2	2	1	0.37	0.16964	0.55453	0	-0.172798824977429	0	NA	q21.1-q21.3	145394877	152079988
R22d1xx1	1	152080038	152085236	83	5198	0.01372	0	0.57165	2	2.00001	1	0.44	0.23075	0.64389	0	0.193204013983875	0	NA	q21.3	152080038	152085236
R22d1xx1	1	152085283	161856815	344	9771532	0.00674	0.00364	0.473	2	2	0	1	1	1	0	-0.0800879113226919	0	NA	q21.3-q23.3	152085283	161856815
R22d1xx1	1	161931668	186645717	945	24714049	0.00407	0.00921	0.50642	2	2	0	1	1	1	0	0.0184062872308824	0	NA	q23.3-q31.1	161931668	186645717
R22d1xx1	1	186645763	228404958	998	41759195	0.00396	0.01556	0.48917	2	2	0	1	1	1	0	-0.0315921664480064	0	NA	q31.1-q42.13	186645763	228404958
R22d1xx1	1	228407055	228461217	66	54162	0.01539	2e-05	0.68863	3	3	0	1	1	1	0	0.46180093805133	1	NA	q42.13	228407055	228461217
R22d1xx1	1	228461502	228470958	78	9456	0.01415	0	0.41587	1	1.00322	1	0.54	0.32744	0.74608	0	-0.265795479180046	-1	NA	q42.13	228461502	228470958
R22d1xx1	1	228471244	228493062	85	21818	0.01356	1e-05	0.60558	3	3	1	0.66	0.44588	0.85646	0	0.276389464502861	1	NA	q42.13	228471244	228493062
R22d1xx1	1	228494098	228528395	124	34297	0.01123	1e-05	0.40413	1	1	1	0.62	0.41986	0.80198	0	-0.307108643032554	-1	NA	q42.13	228494098	228528395
R22d1xx1	1	228528445	228559653	127	31208	0.01109	1e-05	0.47639	2	2	0	1	1	1	0	-0.0697849652743938	0	NA	q42.13	228528445	228559653
R22d1xx1	1	228559702	228563403	34	3701	0.02144	0	0.39365	1	1	1	0.68	0.42234	0.91879	0	-0.345014616662692	-1	NA	q42.13	228559702	228563403
R22d1xx1	1	228563463	240370918	247	11807455	0.00795	0.0044	0.49452	2	2	0	1	1	1	0	-0.0158992254351561	0	NA	q42.13-q43	228563463	240370918
R22d1xx1	1	240370967	240371800	18	833	0.02946	0	0.34599	1	1	0	1	1	1	0	-0.531197754016388	-1	NA	q43	240370967	240371800
