sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	copy_ratio	modal_cn	expected_cn	subclonal	cancer_cell_frac	ccf_ci95_low	ccf_ci95_high	hz	logR	norm_modal_cn	driverSCNA	arm	gps_start	gps_end
R2d1tg1	9	85600	38686889	535	38601289	0.0054	0.01439	0.50014	2	2	0	1	1	1	0	0.000403898068357855	0	NA	p24.3-p13.1	1539245312	1577846601
R2d1tg1	9	38761988	47238907	76	8476919	0.01434	0.00316	0.50115	2	2	0	1	1	1	0	0.00331438850667701	0	NA	p13.1-p11.2	1577921700	1586398619
R2d1tg1	9	65543125	141078492	1035	75535367	0.00389	0.02815	0.49655	2	2	0	1	1	1	0	-0.00998909793909982	0	NA	q12-q34.3	1604702837	1680238204
R2d1tg1	10	134766	32077292	636	31942526	0.00496	0.0119	0.48741	2	2	0	1	1	1	0	-0.036792244313569	0	NA	p15.3-p11.22	1680507909	1712450435
R2d1tg1	10	32152824	37087220	159	4934396	0.00991	0.00184	0.49983	2	2	0	1	1	1	0	-0.000490599720581671	0	NA	p11.22-p11.21	1712525967	1717460363
R2d1tg1	10	37162485	38940611	23	1778126	0.02606	0.00066	0.59535	3	2.99873	1	0.6	0.31212	0.86758	0	0.25180996817154	1	NA	p11.21-p11.1	1717535628	1719313754
R2d1tg1	10	42840919	46205239	122	3364320	0.01132	0.00125	0.47559	2	2	0	1	1	1	0	-0.0722097143329821	0	NA	q11.21-q11.22	1723214062	1726578382
R2d1tg1	10	46278980	135449405	1463	89170425	0.00327	0.03323	0.49641	2	2	0	1	1	1	0	-0.0103959165562904	0	NA	q11.22-q26.3	1726652123	1815822548
R2d1tg1	11	139197	51342530	980	51203333	0.00399	0.01908	0.50814	2	2	0	1	1	1	0	0.0232979404551937	0	NA	p15.5-p11.12	1816047087	1867250420
R2d1tg1	11	54769380	62287346	208	7517966	0.00867	0.0028	0.52785	2	2	0	1	1	1	0	0.0781999199213715	0	NA	q11-q12.3	1870677270	1878195236
R2d1tg1	11	62287395	62299711	248	12316	0.00794	0	0.59452	3	3	1	0.59	0.41812	0.75642	0	0.249797249003638	1	NA	q12.3	1878195285	1878207601
R2d1tg1	11	62299760	134870991	1254	72571231	0.00353	0.02705	0.49765	2	2	0	1	1	1	0	-0.00679665136387552	0	NA	q12.3-q25	1878207650	1950778881
R2d1tg1	12	77870	34781321	490	34703451	0.00565	0.01293	0.49692	2	2	0	1	1	1	0	-0.00891448634577721	0	NA	p13.33-p11.1	1950992276	1985695727
R2d1tg1	12	37933893	49420779	404	11486886	0.00622	0.00428	0.50397	2	2	0	1	1	1	0	0.0114097615771185	0	NA	q11-q13.12	1988848299	2000335185
R2d1tg1	12	49420828	49444901	281	24073	0.00746	1e-05	0.49913	2	2	0	1	1	1	0	-0.00251247585959435	0	NA	q13.12	2000335234	2000359307
R2d1tg1	12	49444949	59276636	236	9831687	0.00814	0.00366	0.49841	2	2	0	1	1	1	0	-0.00459508028612529	0	NA	q13.12-q14.1	2000359355	2010191042
R2d1tg1	12	59276684	59313987	53	37303	0.01717	1e-05	0.46768	2	2	0	1	1	1	0	-0.0964063606307591	0	NA	q14.1	2010191090	2010228393
R2d1tg1	12	59389570	109499292	836	50109722	0.00432	0.01868	0.49236	2	2	0	1	1	1	0	-0.0222145348231205	0	NA	q14.1-q24.11	2010303976	2060413698
R2d1tg1	12	109574615	133767545	317	24192930	0.00702	0.00902	0.47678	2	2	0	1	1	1	0	-0.0686043760881101	0	NA	q24.11-q24.33	2060489021	2084681951
R2d1tg1	13	19095534	115017146	1324	95921612	0.00344	0.03575	0.49993	2	2	0	1	1	1	0	-0.000201991445455621	0	NA	q11-q34	2103861835	2199783447
R2d1tg1	14	19075755	107216558	2051	88140803	0.00276	0.03285	0.49325	2	2	0	1	1	1	0	-0.0196090439385283	0	NA	q11.1-q32.33	2219011934	2307152737
R2d1tg1	15	20074969	22345884	15	2270915	0.03227	0.00085	0.69781	3	3	0	1	1	1	0	0.480906177404219	1	NA	q11.1-q11.2	2327360688	2329631603
R2d1tg1	15	22429153	84908837	1006	62479684	0.00394	0.02329	0.50603	2	2	0	1	1	1	0	0.0172948227757965	0	NA	q11.2-q25.2	2329714872	2392194556
R2d1tg1	15	85105931	86284694	233	1178763	0.00819	0.00044	0.48424	2	2	0	1	1	1	0	-0.0462058387266139	0	NA	q25.2-q25.3	2392391650	2393570413
R2d1tg1	15	86286754	102445742	225	16158988	0.00833	0.00602	0.5009	2	2	0	1	1	1	0	0.00259451670845232	0	NA	q25.3-q26.3	2393572473	2409731461
R2d1tg1	16	133256	29900054	561	29766798	0.00528	0.01109	0.48508	2	2	0	1	1	1	0	-0.0437053968958339	0	NA	p13.3-p11.2	2409950367	2439717165
R2d1tg1	16	29975009	35205897	48	5230888	0.01804	0.00195	0.6379	3	3	0	1	1	1	0	0.351402183629964	1	NA	p11.2-p11.1	2439792120	2445023008
R2d1tg1	16	46611314	90216989	568	43605675	0.00524	0.01625	0.47201	2	2	0	1	1	1	0	-0.0831106700511289	0	NA	q11.2-q24.3	2456428425	2500034100
R2d1tg1	17	74406	7493275	113	7418869	0.01176	0.00276	0.49545	2	2	0	1	1	1	0	-0.0131886245427681	0	NA	p13.3-p13.1	2500246270	2507665139
R2d1tg1	17	7569585	13197614	266	5628029	0.00766	0.0021	0.49586	2	2	0	1	1	1	0	-0.0119952440654358	0	NA	p13.1-p12	2507741449	2513369478
R2d1tg1	17	13273005	21038365	104	7765360	0.01226	0.00289	0.47728	2	2	0	1	1	1	0	-0.0670922121015993	0	NA	p12-p11.2	2513444869	2521210229
R2d1tg1	17	21113756	22039232	11	925476	0.03769	0.00034	0.63187	3	3	0	1	1	1	0	0.337699676098625	1	NA	p11.2	2521285620	2522211096
R2d1tg1	17	25337761	81122952	1310	55785191	0.00345	0.02079	0.48978	2	2	0	1	1	1	0	-0.0297942317448208	0	NA	q11.1-q25.3	2525509625	2581294816
R2d1tg1	18	85256	15335642	196	15250386	0.00893	0.00568	0.51885	2	2	0	1	1	1	0	0.0533894195446349	0	NA	p11.32-p11.21	2581452330	2596702716
R2d1tg1	18	18736044	77941934	777	59205890	0.00448	0.02207	0.50955	2	2	0	1	1	1	0	0.0272956240509075	0	NA	q11.1-q23	2600103118	2659309008
R2d1tg1	19	132118	24556146	627	24424028	0.00499	0.0091	0.4951	2	2	0	1	1	1	0	-0.0142081455872887	0	NA	p13.3-p11	2659576440	2684000468
R2d1tg1	19	27960972	38849613	220	10888641	0.00843	0.00406	0.51692	2	2	0	1	1	1	0	0.048012927366904	0	NA	q11-q13.2	2687405294	2698293935
R2d1tg1	19	38924449	41072227	611	2147778	0.00506	8e-04	0.4623	2	2	0	1	1	1	0	-0.113098732313508	0	NA	q13.2	2698368771	2700516549
R2d1tg1	19	41073608	51165580	170	10091972	0.00959	0.00376	0.5127	2	2	0	1	1	1	0	0.0361868028478463	0	NA	q13.2-q13.33	2700517930	2710609902
R2d1tg1	19	51165633	51214746	105	49113	0.0122	2e-05	0.43648	2	2	1	0.4	0.19588	0.58637	0	-0.196012545412639	0	NA	q13.33	2710609955	2710659068
R2d1tg1	19	51215191	53784064	56	2568873	0.0167	0.00096	0.5177	2	2	0	1	1	1	0	0.0501882233114782	0	NA	q13.33-q13.42	2710659513	2713228386
R2d1tg1	19	54077020	55151314	88	1074294	0.01333	4e-04	0.50243	2	2	0	1	1	1	0	0.00699451496131636	0	NA	q13.42	2713521342	2714595636
R2d1tg1	19	55226166	59043631	49	3817465	0.01786	0.00142	0.46384	2	2	0	1	1	1	0	-0.108300856375415	0	NA	q13.42-q13.43	2714670488	2718487953
R2d1tg1	20	135524	25943947	339	25808423	0.00679	0.00962	0.49349	2	2	0	1	1	1	0	-0.0189072444439479	0	NA	p13-p11.1	2718708829	2744517252
R2d1tg1	20	29478404	62935280	523	33456876	0.00547	0.01247	0.49593	2	2	0	1	1	1	0	-0.0117915947988978	0	NA	q11.21-q13.33	2748051709	2781508585
R2d1tg1	21	14413541	48044695	441	33631154	0.00595	0.01253	0.48565	2	2	0	1	1	1	0	-0.0420111332636861	0	NA	q11.2-q22.3	2796012366	2829643520
R2d1tg1	22	16131356	51175001	512	35043645	0.00552	0.01306	0.49576	2	2	0	1	1	1	0	-0.0122862214652018	0	NA	q11.1-q13.33	2845860076	2880903721
R6d1tg1	1	93709	3607490	214	3513781	0.00854	0.00131	0.4973	2	2	0	1	1	1	0	-0.00781166374668759	0	NA	p36.33-p36.32	93709	3607490
R6d1tg1	1	3686583	24496078	520	20809495	0.00548	0.00776	0.4809	2	2	0	1	1	1	0	-0.0561911686737452	0	NA	p36.32-p36.11	3686583	24496078
R6d1tg1	1	24709983	121286065	1474	96576082	0.00326	0.03599	0.50782	2	2	0	1	1	1	0	0.022389120367097	0	NA	p36.11-p11.2	24709983	121286065
R6d1tg1	1	142633228	145637201	58	3003973	0.01641	0.00112	0.52399	2	2	0	1	1	1	0	0.067611184264538	0	NA	q21.1	142633228	145637201
R6d1tg1	1	145702340	207680163	876	61977823	0.00422	0.0231	0.50906	2	2	0	1	1	1	0	0.0259076136748767	0	NA	q21.1-q32.2	145702340	207680163
R6d1tg1	1	207684902	208640085	192	955183	0.00902	0.00036	0.56179	2	2	1	0.42	0.22168	0.60242	0	0.168102849479388	0	NA	q32.2	207684902	208640085
R6d1tg1	1	208715245	209391690	10	676445	0.03953	0.00025	0.35727	1	1	0	1	1	1	0	-0.484913319134693	-1	NA	q32.2	208715245	209391690
R6d1tg1	1	209466850	212247789	38	2780939	0.02028	0.00104	0.53537	2	2	0	1	1	1	0	0.0986082034789878	0	NA	q32.2-q32.3	209466850	212247789
R6d1tg1	1	212322949	238356293	338	26033344	0.0068	0.0097	0.35517	1	1	0	1	1	1	0	-0.493418367588612	-1	NA	q32.3-q43	212322949	238356293
R6d1tg1	1	238432234	249149416	279	10717182	0.00748	0.00399	0.34585	1	1	0	1	1	1	0	-0.531781638465051	-1	NA	q43-q44	238432234	249149416
R6d1tg1	2	86985	29036703	420	28949718	0.0061	0.01079	0.5115	2	2	0	1	1	1	0	0.0328061450832415	0	NA	p25.3-p23.2	249337606	278287324
R6d1tg1	2	29112478	29929161	141	816683	0.01053	3e-04	0.46729	2	2	0	1	1	1	0	-0.0976099310096575	0	NA	p23.2	278363099	279179782
R6d1tg1	2	29940441	89556428	884	59615987	0.0042	0.02222	0.50533	2	2	0	1	1	1	0	0.0152977362984081	0	NA	p23.2-p11.2	279191062	338807049
R6d1tg1	2	95399733	144929230	1126	49529497	0.00373	0.01846	0.50575	2	2	0	1	1	1	0	0.016496319896196	0	NA	q11.1-q22.3	344650354	394179851
R6d1tg1	2	145004799	243170925	1413	98166126	0.00333	0.03659	0.50558	2	2	0	1	1	1	0	0.0160112988659464	0	NA	q22.3-q37.3	394255420	492421546
R6d1tg1	3	136041	48625481	899	48489440	0.00417	0.01807	0.35579	1	1	0	1	1	1	0	-0.490902132773443	-1	Loss_3p25.3	p26.3-p21.31	492586035	541075475
R6d1tg1	3	48700192	50119699	20	1419507	0.02795	0.00053	0.25414	0	4e-04	1	0.67	0.34484	0.93961	1	-0.976304630712234	-2	NA	p21.31	541150186	542569693
R6d1tg1	3	50194410	90429560	727	40235150	0.00464	0.015	0.34577	1	1	0	1	1	1	0	-0.532115392849787	-1	NA	p21.31-p11.1	542644404	582879554
R6d1tg1	3	93580643	108042714	222	14462071	0.00839	0.00539	0.35933	1	1	0	1	1	1	0	-0.476618705763692	-1	NA	q11.1-q13.13	586030637	600492708
R6d1tg1	3	108117712	181356782	1037	73239070	0.00388	0.0273	0.50502	2	2	0	1	1	1	0	0.0144124282829483	0	NA	q13.13-q26.33	600567706	673806776
R6d1tg1	3	181430182	181431069	19	887	0.02868	0	0.56837	2	2.00457	0	0.46	0.14394	0.77648	0	0.184902312625346	0	NA	q26.33	673880176	673881063
R6d1tg1	3	181505180	195505339	415	14000159	0.00614	0.00522	0.47237	2	2	0	1	1	1	0	-0.0820107521369894	0	NA	q26.33-q29	673955174	687955333
R6d1tg1	3	195505693	195506898	19	1205	0.02868	0	0.56849	2	2.00485	0	0.46	0.14462	0.77724	0	0.185206876785488	0	NA	q29	687955687	687956892
R6d1tg1	3	195506947	195510811	75	3864	0.01443	0	0.75775	4	4	1	0.74	0.51263	0.94633	0	0.599793852122242	2	NA	q29	687956941	687960805
R6d1tg1	3	195510861	195513721	23	2860	0.02606	0	1.11667	6	6	1	0.18	0.02349	0.4851	0	1.15920290139519	4	NA	q29	687960855	687963715
R6d1tg1	3	195513771	195515527	36	1756	0.02083	0	0.70364	3	3	1	0.38	0.11284	0.64195	0	0.492909403501448	1	NA	q29	687963765	687965521
R6d1tg1	3	195515577	197886222	88	2370645	0.01333	0.00088	0.54126	2	2	0	1	1	1	0	0.114393679579503	0	NA	q29	687965571	690336216
R6d1tg1	4	88952	49263653	783	49174701	0.00447	0.01833	0.48213	2	2	0	1	1	1	0	-0.05250589227486	0	NA	p16.3-p11	690561376	739736077
R6d1tg1	4	52735275	190818701	2346	138083426	0.00258	0.05146	0.5	2	2	0	1	1	1	0	0	0	NA	q12-q35.2	743207699	881291125
R6d1tg1	5	85370	27229309	356	27143939	0.00662	0.01012	0.48247	2	2	0	1	1	1	0	-0.0514888565414653	0	NA	p15.33-p14.1	881712070	908856009
R6d1tg1	5	27304100	46330140	344	19026040	0.00674	0.00709	0.51377	2	2	0	1	1	1	0	0.0391945561243775	0	NA	p14.1-p11	908930800	927956840
R6d1tg1	5	49481015	180190233	2143	130709218	0.0027	0.04871	0.49924	2	2	0	1	1	1	0	-0.00219456475421267	0	NA	q11.1-q35.3	931107715	1061816933
R6d1tg1	5	180376279	180429789	21	53510	0.02728	2e-05	0.33397	1	1	0	1	1	1	0	-0.582209581394903	-1	NA	q35.3	1062002979	1062056489
R6d1tg1	5	180430831	180847297	29	416466	0.02321	0.00016	0.4926	2	2	0	1	1	1	0	-0.0215114670504885	0	NA	q35.3	1062057531	1062473997
R6d1tg1	6	135217	28463545	547	28328328	0.00534	0.01056	0.50614	2	2	0	1	1	1	0	0.0176083994578216	0	NA	p25.3-p22.1	1062677177	1091005505
R6d1tg1	6	28538652	32713147	21	4174495	0.02728	0.00156	0.34649	1	1	0	1	1	1	0	-0.529114379346212	-1	NA	p22.1-p21.32	1091080612	1095255107
R6d1tg1	6	33128993	42778741	123	9649748	0.01127	0.0036	0.5121	2	2	0	1	1	1	0	0.0344974641994449	0	NA	p21.32-p21.1	1095670953	1105320701
R6d1tg1	6	42854129	43017738	99	163609	0.01256	6e-05	0.44575	2	2	1	0.37	0.15129	0.578	0	-0.165693297037092	0	NA	p21.1	1105396089	1105559698
R6d1tg1	6	43017798	58539101	274	15521303	0.00755	0.00578	0.50021	2	2	0	1	1	1	0	0.000605804707088461	0	NA	p21.1-p11.2	1105559758	1121081061
R6d1tg1	6	61942522	114229781	681	52287259	0.00479	0.01949	0.50488	2	2	0	1	1	1	0	0.0140124336161133	0	NA	q11.1-q21	1124484482	1176771741
R6d1tg1	6	114304877	121428071	274	7123194	0.00755	0.00265	0.47695	2	2	0	1	1	1	0	-0.0680900624782863	0	NA	q21-q22.31	1176846837	1183970031
R6d1tg1	6	121503187	170982159	711	49478972	0.00469	0.01844	0.49986	2	2	0	1	1	1	0	-0.000404011175653334	0	NA	q22.31-q27	1184045147	1233524119
R6d1tg1	7	121242	12218148	253	12096906	0.00786	0.00451	0.61938	3	3	0	1	1	1	0	0.308896703742482	1	NA	p22.3-p21.3	1233778269	1245875175
R6d1tg1	7	12293103	57980673	723	45687570	0.00465	0.01703	0.66757	3	3	0	1	1	1	0	0.416991027842338	1	NA	p21.3-p11.2	1245950130	1291637700
R6d1tg1	7	61118627	76040696	190	14922069	0.00907	0.00556	0.63121	3	3	0	1	1	1	0	0.336191966668268	1	NA	q11.1-q11.23	1294775654	1309697723
R6d1tg1	7	76115665	151843840	1290	75728175	0.00348	0.02822	0.64936	3	3	0	1	1	1	0	0.377090423738835	1	Gain_7q22.3	q11.23-q36.1	1309772692	1385500867
R6d1tg1	7	151845149	159053835	432	7208686	0.00601	0.00269	0.67586	3	3	0	1	1	1	0	0.434796337680123	1	NA	q36.1-q36.3	1385502176	1392710862
R6d1tg1	8	85136	43616065	740	43530929	0.0046	0.01622	0.49005	2	2	0	1	1	1	0	-0.0289991393902302	0	NA	p23.3-p11.1	1392880826	1436411755
R6d1tg1	8	47064138	72086427	329	25022289	0.00689	0.00933	0.52705	2	2	0	1	1	1	0	0.0760117385696413	0	NA	q11.1-q13.3	1439859828	1464882117
R6d1tg1	8	72161344	146230986	1324	74069642	0.00344	0.02761	0.50139	2	2	0	1	1	1	0	0.00400512766207764	0	NA	q13.3-q24.3	1464957034	1539026676
R6d1tg1	9	85600	38686889	535	38601289	0.0054	0.01439	0.49727	2	2	0	1	1	1	0	-0.00789869804540933	0	NA	p24.3-p13.1	1539245312	1577846601
R6d1tg1	9	38761988	47238907	76	8476919	0.01434	0.00316	0.47996	2	2	0	1	1	1	0	-0.0590139186499454	0	NA	p13.1-p11.2	1577921700	1586398619
R6d1tg1	9	65543125	141078492	1035	75535367	0.00389	0.02815	0.48903	2	2	0	1	1	1	0	-0.032005123526525	0	NA	q12-q34.3	1604702837	1680238204
R6d1tg1	10	134766	32077292	636	31942526	0.00496	0.0119	0.48761	2	2	0	1	1	1	0	-0.0362003815574725	0	NA	p15.3-p11.22	1680507909	1712450435
R6d1tg1	10	32152824	37087220	159	4934396	0.00991	0.00184	0.48471	2	2	0	1	1	1	0	-0.0448062479894298	0	NA	p11.22-p11.21	1712525967	1717460363
R6d1tg1	10	37162485	38940611	23	1778126	0.02606	0.00066	0.58128	3	2.8023	1	0.55	0.2412	0.84355	0	0.217305175978673	1	NA	p11.21-p11.1	1717535628	1719313754
R6d1tg1	10	42840919	46205239	122	3364320	0.01132	0.00125	0.48444	2	2	0	1	1	1	0	-0.0456101022351456	0	NA	q11.21-q11.22	1723214062	1726578382
R6d1tg1	10	46278980	135449405	1463	89170425	0.00327	0.03323	0.49356	2	2	0	1	1	1	0	-0.0187026172152735	0	NA	q11.22-q26.3	1726652123	1815822548
R6d1tg1	11	139197	51342530	980	51203333	0.00399	0.01908	0.49576	2	2	0	1	1	1	0	-0.0122862214652018	0	NA	p15.5-p11.12	1816047087	1867250420
R6d1tg1	11	54769380	62287346	208	7517966	0.00867	0.0028	0.5299	2	2	0	1	1	1	0	0.0837920324938865	0	NA	q11-q12.3	1870677270	1878195236
R6d1tg1	11	62287395	62299711	248	12316	0.00794	0	0.59737	3	3	1	0.66	0.47004	0.83619	0	0.256696692245784	1	NA	q12.3	1878195285	1878207601
R6d1tg1	11	62299760	134870991	1254	72571231	0.00353	0.02705	0.4991	2	2	0	1	1	1	0	-0.00259919104795724	0	NA	q12.3-q25	1878207650	1950778881
R6d1tg1	12	77870	34781321	490	34703451	0.00565	0.01293	0.49965	2	2	0	1	1	1	0	-0.00101024015394212	0	NA	p13.33-p11.1	1950992276	1985695727
